01	02	-1.860905
01	03	-4.065932
01	04	-9.292907
01	05	-3.581147
01	06	-3.093119
01	07	-27.966812
01	08	-32.147129
01	09	-44.921228
01	10	-47.966678
01	11	-17.665296
01	12	-15.627824
01	13	-6.430069
01	14	-36.110683
01	15	-21.062133
01	16	-32.094139
01	17	-46.606077
01	18	-65.052637
01	19	-64.292309
01	20	-42.983042
01	21	-22.071383
01	22	-11.618721
01	23	-35.921273
01	24	-51.255598
01	25	-19.754122
02	01	-1.860905
02	03	-1.839197
02	04	-8.387161
02	05	-8.611762
02	06	-4.909308
02	07	-15.437656
02	08	-19.376032
02	09	-28.647165
02	10	-31.421484
02	11	-9.245237
02	12	-6.720715
02	13	-1.980466
02	14	-22.467109
02	15	-10.440407
02	16	-22.387803
02	17	-38.132081
02	18	-52.073786
02	19	-49.381646
02	20	-31.871596
02	21	-16.521121
02	22	-6.79456
02	23	-24.392612
02	24	-36.22775
02	25	-10.369427
03	01	-4.065932
03	02	-1.839197
03	04	-2.560959
03	05	-7.096551
03	06	-2.363255
03	07	-17.266024
03	08	-25.108532
03	09	-31.389606
03	10	-27.589805
03	11	-5.415231
03	12	-8.475109
03	13	-6.370385
03	14	-17.875617
03	15	-10.447948
03	16	-13.314141
03	17	-23.991969
03	18	-36.746011
03	19	-36.043006
03	20	-20.618218
03	21	-7.651995
03	22	-1.946874
03	23	-15.995797
03	24	-27.064811
03	25	-15.956822
04	01	-9.292907
04	02	-8.387161
04	03	-2.560959
04	05	-6.641567
04	06	-2.241177
04	07	-28.773451
04	08	-41.141342
04	09	-45.675391
04	10	-34.571568
04	11	-8.612347
04	12	-18.210951
04	13	-17.007699
04	14	-22.646369
04	15	-19.008476
04	16	-11.184071
04	17	-15.561256
04	18	-29.072336
04	19	-31.517822
04	20	-16.679353
04	21	-3.816256
04	22	-2.317971
04	23	-15.479985
04	24	-27.31381
04	25	-30.247469
05	01	-3.581147
05	02	-8.611762
05	03	-7.096551
05	04	-6.641567
05	06	-1.45826
05	07	-44.952099
05	08	-53.68626
05	09	-66.515127
05	10	-62.544116
05	11	-24.440728
05	12	-29.052401
05	13	-18.49065
05	14	-47.0602
05	15	-34.199944
05	16	-34.300799
05	17	-42.021089
05	18	-63.479757
05	19	-66.776622
05	20	-44.126533
05	21	-20.512708
05	22	-13.813973
05	23	-40.627401
05	24	-58.474532
05	25	-37.880137
06	01	-3.093119
06	02	-4.909308
06	03	-2.363255
06	04	-2.241177
06	05	-1.45826
06	07	-32.23945
06	08	-41.535568
06	09	-50.819751
06	10	-45.329528
06	11	-14.087179
06	12	-19.383622
06	13	-13.102966
06	14	-32.14656
06	15	-22.740527
06	16	-21.831993
06	17	-29.598477
06	18	-47.020234
06	19	-49.076312
06	20	-30.043476
06	21	-11.593354
06	22	-6.296997
06	23	-26.7527
06	24	-41.49482
06	25	-28.560379
07	01	-27.966812
07	02	-15.437656
07	03	-17.266024
07	04	-28.773451
07	05	-44.952099
07	06	-32.23945
07	08	-2.125746
07	09	-2.109742
07	10	-5.97237
07	11	-7.3132
07	12	-1.78786
07	13	-9.198599
07	14	-5.632986
07	15	-1.042438
07	16	-18.22675
07	17	-38.981453
07	18	-40.222601
07	19	-31.372248
07	20	-24.264601
07	21	-24.331212
07	22	-15.560517
07	23	-14.76414
07	24	-16.689443
07	25	-2.962151
08	01	-32.147129
08	02	-19.376032
08	03	-25.108532
08	04	-41.141342
08	05	-53.68626
08	06	-41.535568
08	07	-2.125746
08	09	-2.609383
08	10	-13.515016
08	11	-16.243467
08	12	-4.612761
08	13	-9.943664
08	14	-14.491182
08	15	-5.457896
08	16	-32.591691
08	17	-59.020663
08	18	-60.77221
08	19	-49.446477
08	20	-40.739814
08	21	-39.186288
08	22	-26.203137
08	23	-28.087561
08	24	-30.24066
08	25	-1.57197
09	01	-44.921228
09	02	-28.647165
09	03	-31.389606
09	04	-45.675391
09	05	-66.515127
09	06	-50.819751
09	07	-2.109742
09	08	-2.609383
09	10	-5.894586
09	11	-15.691517
09	12	-7.69349
09	13	-18.815898
09	14	-8.842688
09	15	-5.778393
09	16	-27.112121
09	17	-50.93289
09	18	-47.903426
09	19	-36.342237
09	20	-32.454805
09	21	-37.47025
09	22	-28.0397
09	23	-21.514567
09	24	-20.067578
09	25	-7.021454
10	01	-47.966679
10	02	-31.421484
10	03	-27.589805
10	04	-34.571568
10	05	-62.544116
10	06	-45.329528
10	07	-5.97237
10	08	-13.515016
10	09	-5.894586
10	11	-8.956238
10	12	-11.047037
10	13	-26.444079
10	14	-1.280999
10	15	-6.169923
10	16	-11.084656
10	17	-25.67025
10	18	-20.973678
10	19	-13.18866
10	20	-12.655092
10	21	-21.37889
10	22	-19.101694
10	23	-6.892998
10	24	-4.432211
10	25	-17.314614
11	01	-17.665296
11	02	-9.245237
11	03	-5.415231
11	04	-8.612347
11	05	-24.440728
11	06	-14.087179
11	07	-7.3132
11	08	-16.243467
11	09	-15.691517
11	10	-8.956238
11	12	-4.386442
11	13	-10.533034
11	14	-3.674016
11	15	-2.907193
11	16	-3.816843
11	17	-14.577043
11	18	-19.552104
11	19	-16.461227
11	20	-8.008087
11	21	-4.993266
11	22	-1.995193
11	23	-3.790816
11	24	-8.876781
11	25	-12.545585
12	01	-15.627824
12	02	-6.720715
12	03	-8.475109
12	04	-18.210951
12	05	-29.052401
12	06	-19.383622
12	07	-1.78786
12	08	-4.612761
12	09	-7.69349
12	10	-11.047037
12	11	-4.386442
12	13	-3.332123
12	14	-7.760444
12	15	-0.73691
12	16	-15.947689
12	17	-34.890679
12	18	-40.427995
12	19	-33.71491
12	20	-23.11197
12	21	-17.983401
12	22	-8.972383
12	23	-14.359605
12	24	-19.64046
12	25	-2.097112
13	01	-6.430069
13	02	-1.980466
13	03	-6.370385
13	04	-17.007699
13	05	-18.49065
13	06	-13.102966
13	07	-9.198599
13	08	-9.943664
13	09	-18.815898
13	10	-26.444079
13	11	-10.533034
13	12	-3.332123
13	14	-20.312731
13	15	-7.074737
13	16	-26.721898
13	17	-47.318475
13	18	-58.700483
13	19	-52.986532
13	20	-36.800682
13	21	-23.903055
13	22	-11.639438
13	23	-26.799978
13	24	-36.526397
13	25	-3.660563
14	01	-36.110683
14	02	-22.467109
14	03	-17.875617
14	04	-22.646369
14	05	-47.0602
14	06	-32.14656
14	07	-5.632986
14	08	-14.491182
14	09	-8.842688
14	10	-1.280999
14	11	-3.674016
14	12	-7.760444
14	13	-20.312731
14	15	-3.767268
14	16	-5.337105
14	17	-17.473606
14	18	-16.075434
14	19	-10.421672
14	20	-7.417262
14	21	-12.332634
14	22	-10.622634
14	23	-2.811758
14	24	-2.957907
14	25	-15.513523
15	01	-21.062133
15	02	-10.440407
15	03	-10.447948
15	04	-19.008476
15	05	-34.199944
15	06	-22.740527
15	07	-1.042438
15	08	-5.457896
15	09	-5.778393
15	10	-6.169923
15	11	-2.907193
15	12	-0.73691
15	13	-7.074737
15	14	-3.767268
15	16	-11.658496
15	17	-28.921368
15	18	-32.060563
15	19	-25.401702
15	20	-17.290796
15	21	-15.520501
15	22	-8.555613
15	23	-9.601781
15	24	-13.087645
15	25	-4.295235
16	01	-32.094139
16	02	-22.387803
16	03	-13.314141
16	04	-11.184071
16	05	-34.300799
16	06	-21.831993
16	07	-18.22675
16	08	-32.59169
16	09	-27.112121
16	10	-11.084656
16	11	-3.816843
16	12	-15.947689
16	13	-26.721898
16	14	-5.337105
16	15	-11.658496
16	17	-3.898116
16	18	-6.269825
16	19	-5.572588
16	20	-0.837402
16	21	-2.326214
16	22	-5.128503
16	23	-0.546712
16	24	-3.830229
16	25	-29.392674
17	01	-46.606077
17	02	-38.132081
17	03	-23.991969
17	04	-15.561256
17	05	-42.021089
17	06	-29.598477
17	07	-38.981453
17	08	-59.020663
17	09	-50.93289
17	10	-25.67025
17	11	-14.577043
17	12	-34.890679
17	13	-47.318475
17	14	-17.473606
17	15	-28.921368
17	16	-3.898116
17	18	-2.802484
17	19	-5.84827
17	20	-2.293105
17	21	-4.557693
17	22	-12.745276
17	23	-6.267301
17	24	-10.108178
17	25	-54.019643
18	01	-65.052637
18	02	-52.073786
18	03	-36.746011
18	04	-29.072336
18	05	-63.479757
18	06	-47.020234
18	07	-40.222601
18	08	-60.77221
18	09	-47.903426
18	10	-20.973678
18	11	-19.552104
18	12	-40.427995
18	13	-58.700483
18	14	-16.075434
18	15	-32.060563
18	16	-6.269825
18	17	-2.802484
18	19	-1.153134
18	20	-2.546578
18	21	-11.918172
18	22	-21.792398
18	23	-6.608322
18	24	-6.127472
18	25	-59.772326
19	01	-64.292309
19	02	-49.381646
19	03	-36.043006
19	04	-31.517822
19	05	-66.776622
19	06	-49.076312
19	07	-31.372248
19	08	-49.446477
19	09	-36.342237
19	10	-13.18866
19	11	-16.461227
19	12	-33.71491
19	13	-52.986532
19	14	-10.421673
19	15	-25.401702
19	16	-5.572588
19	17	-5.84827
19	18	-1.153134
19	20	-2.341367
19	21	-13.500179
19	22	-21.388233
19	23	-4.453137
19	24	-2.408587
19	25	-50.490244
20	01	-42.983042
20	02	-31.871596
20	03	-20.618218
20	04	-16.679353
20	05	-44.126533
20	06	-30.043476
20	07	-24.264601
20	08	-40.739814
20	09	-32.454805
20	10	-12.655092
20	11	-8.008087
20	12	-23.11197
20	13	-36.800682
20	14	-7.417262
20	15	-17.290796
20	16	-0.837402
20	17	-2.293105
20	18	-2.546578
20	19	-2.341367
20	21	-4.618345
20	22	-9.908794
20	23	-1.1759
20	24	-2.901722
20	25	-38.551377
21	01	-22.071383
21	02	-16.521121
21	03	-7.651995
21	04	-3.816256
21	05	-20.512708
21	06	-11.593354
21	07	-24.331212
21	08	-39.186288
21	09	-37.47025
21	10	-21.37889
21	11	-4.993266
21	12	-17.983401
21	13	-23.903055
21	14	-12.332634
21	15	-15.520501
21	16	-2.326214
21	17	-4.557693
21	18	-11.918173
21	19	-13.500179
21	20	-4.618345
21	22	-2.212672
21	23	-4.955816
21	24	-12.123165
21	25	-32.178977
22	01	-11.618721
22	02	-6.79456
22	03	-1.946874
22	04	-2.317971
22	05	-13.813973
22	06	-6.296997
22	07	-15.560517
22	08	-26.203137
22	09	-28.0397
22	10	-19.101694
22	11	-1.995193
22	12	-8.972383
22	13	-11.639438
22	14	-10.622634
22	15	-8.555613
22	16	-5.128503
22	17	-12.745276
22	18	-21.792398
22	19	-21.388233
22	20	-9.908794
22	21	-2.212672
22	23	-7.185366
22	24	-15.493216
22	25	-19.053496
23	01	-35.921273
23	02	-24.392612
23	03	-15.995797
23	04	-15.479985
23	05	-40.627401
23	06	-26.7527
23	07	-14.76414
23	08	-28.087561
23	09	-21.514567
23	10	-6.892998
23	11	-3.790816
23	12	-14.359605
23	13	-26.799978
23	14	-2.811758
23	15	-9.601781
23	16	-0.546712
23	17	-6.267301
23	18	-6.608322
23	19	-4.453137
23	20	-1.1759
23	21	-4.955816
23	22	-7.185366
23	24	-1.669406
23	25	-26.658965
24	01	-51.255598
24	02	-36.22775
24	03	-27.064811
24	04	-27.31381
24	05	-58.474532
24	06	-41.49482
24	07	-16.689443
24	08	-30.24066
24	09	-20.067578
24	10	-4.432211
24	11	-8.876781
24	12	-19.64046
24	13	-36.526397
24	14	-2.957907
24	15	-13.087645
24	16	-3.830229
24	17	-10.108178
24	18	-6.127472
24	19	-2.408587
24	20	-2.901722
24	21	-12.123165
24	22	-15.493216
24	23	-1.669406
24	25	-31.940506
25	01	-19.754122
25	02	-10.369427
25	03	-15.956822
25	04	-30.247469
25	05	-37.880137
25	06	-28.560379
25	07	-2.962151
25	08	-1.57197
25	09	-7.021454
25	10	-17.314614
25	11	-12.545585
25	12	-2.097112
25	13	-3.660563
25	14	-15.513523
25	15	-4.295235
25	16	-29.392674
25	17	-54.019643
25	18	-59.772326
25	19	-50.490244
25	20	-38.551377
25	21	-32.178977
25	22	-19.053496
25	23	-26.658965
25	24	-31.940506
01	01	-15.561256
02	02	-15.561256
03	03	-15.561256
04	04	-15.561256
05	05	-15.561256
06	06	-15.561256
07	07	-15.561256
08	08	-15.561256
09	09	-15.561256
10	10	-15.561256
11	11	-15.561256
12	12	-15.561256
13	13	-15.561256
14	14	-15.561256
15	15	-15.561256
16	16	-15.561256
17	17	-15.561256
18	18	-15.561256
19	19	-15.561256
20	20	-15.561256
21	21	-15.561256
22	22	-15.561256
23	23	-15.561256
24	24	-15.561256
25	25	-15.561256
